1012.75, 4
1012.25, 8
1011.75, 12
1011.25, 16
1010.75, 20
1010.25, 25
1009.75, 29
1009.25, 33
1008.75, 37
1008.25, 41
1007.75, 45
1007.25, 50
1006.75, 54
1006.25, 58
1005.75, 62
1005.25, 66
1004.75, 70
1004.25, 75
1003.75, 79
1003.25, 83
1002.75, 87
1002.25, 91
1001.75, 96
1001.25, 100
1000.75, 104
1000.25, 108
999.75, 112
999.25, 117
998.75, 121
998.25, 125
997.75, 129
997.25, 134
996.75, 138
996.25, 142
995.75, 146
995.25, 150
994.75, 155
994.25, 159
993.75, 163
993.25, 167
992.75, 172
992.25, 176
991.75, 180
991.25, 184
990.75, 189
990.25, 193
989.75, 197
989.25, 201
988.75, 205
988.25, 210
987.75, 214
987.25, 218
986.75, 222
986.25, 227
985.75, 231
985.25, 235
984.75, 239
984.25, 244
983.75, 248
983.25, 252
982.75, 257
982.25, 261
981.75, 265
981.25, 269
980.75, 274
980.25, 278
979.75, 282
979.25, 286
978.75, 291
978.25, 295
977.75, 299
977.25, 304
976.75, 308
976.25, 312
975.75, 316
975.25, 321
974.75, 325
974.25, 329
973.75, 334
973.25, 338
972.75, 342
972.25, 347
971.75, 351
971.25, 355
970.75, 359
970.25, 364
969.75, 368
969.25, 372
968.75, 377
968.25, 381
967.75, 385
967.25, 390
966.75, 394
966.25, 398
965.75, 403
965.25, 407
964.75, 411
964.25, 416
963.75, 420
963.25, 424
962.75, 429
962.25, 433
961.75, 437
961.25, 442
960.75, 446
960.25, 450
959.75, 455
959.25, 459
958.75, 463
958.25, 468
957.75, 472
957.25, 476
956.75, 481
956.25, 485
955.75, 490
955.25, 494
954.75, 498
954.25, 503
953.75, 507
953.25, 511
952.75, 516
952.25, 520
951.75, 525
951.25, 529
950.75, 533
950.25, 538
949.75, 542
949.25, 546
948.75, 551
948.25, 555
947.75, 560
947.25, 564
946.75, 568
946.25, 573
945.75, 577
945.25, 582
944.75, 586
944.25, 590
943.75, 595
943.25, 599
942.75, 604
942.25, 608
941.75, 612
941.25, 617
940.75, 621
940.25, 626
939.75, 630
939.25, 635
938.75, 639
938.25, 643
937.75, 648
937.25, 652
936.75, 657
936.25, 661
935.75, 666
935.25, 670
934.75, 674
934.25, 679
933.75, 683
933.25, 688
932.75, 692
932.25, 697
931.75, 701
931.25, 706
930.75, 710
930.25, 715
929.75, 719
929.25, 723
928.75, 728
928.25, 732
927.75, 737
927.25, 741
926.75, 746
926.25, 750
925.75, 755
925.25, 759
924.75, 764
924.25, 768
923.75, 773
923.25, 777
922.75, 782
922.25, 786
921.75, 791
921.25, 795
920.75, 800
920.25, 804
919.75, 809
919.25, 813
918.75, 818
918.25, 822
917.75, 827
917.25, 831
916.75, 836
916.25, 840
915.75, 845
915.25, 849
914.75, 854
914.25, 858
913.75, 863
913.25, 867
912.75, 872
912.25, 876
911.75, 881
911.25, 885
910.75, 890
910.25, 895
909.75, 899
909.25, 904
908.75, 908
908.25, 913
907.75, 917
907.25, 922
906.75, 926
906.25, 931
905.75, 935
905.25, 940
904.75, 945
904.25, 949
903.75, 954
903.25, 958
902.75, 963
902.25, 967
901.75, 972
901.25, 977
900.75, 981
900.25, 986
899.75, 990
899.25, 995
898.75, 999
898.25, 1004
897.75, 1009
897.25, 1013
896.75, 1018
896.25, 1022
895.75, 1027
895.25, 1032
894.75, 1036
894.25, 1041
893.75, 1045
893.25, 1050
892.75, 1055
892.25, 1059
891.75, 1064
891.25, 1068
890.75, 1073
890.25, 1078
889.75, 1082
889.25, 1087
888.75, 1092
888.25, 1096
887.75, 1101
887.25, 1106
886.75, 1110
886.25, 1115
885.75, 1119
885.25, 1124
884.75, 1129
884.25, 1133
883.75, 1138
883.25, 1143
882.75, 1147
882.25, 1152
881.75, 1157
881.25, 1161
880.75, 1166
880.25, 1171
879.75, 1175
879.25, 1180
878.75, 1185
878.25, 1189
877.75, 1194
877.25, 1199
876.75, 1203
876.25, 1208
875.75, 1213
875.25, 1217
874.75, 1222
874.25, 1227
873.75, 1231
873.25, 1236
872.75, 1241
872.25, 1246
871.75, 1250
871.25, 1255
870.75, 1260
870.25, 1264
869.75, 1269
869.25, 1274
868.75, 1278
868.25, 1283
867.75, 1288
867.25, 1293
866.75, 1297
866.25, 1302
865.75, 1307
865.25, 1312
864.75, 1316
864.25, 1321
863.75, 1326
863.25, 1330
862.75, 1335
862.25, 1340
861.75, 1345
861.25, 1349
860.75, 1354
860.25, 1359
859.75, 1364
859.25, 1368
858.75, 1373
858.25, 1378
857.75, 1383
857.25, 1387
856.75, 1392
856.25, 1397
855.75, 1402
855.25, 1407
854.75, 1411
854.25, 1416
853.75, 1421
853.25, 1426
852.75, 1430
852.25, 1435
851.75, 1440
851.25, 1445
850.75, 1450
850.25, 1454
849.75, 1459
849.25, 1464
848.75, 1469
848.25, 1474
847.75, 1478
847.25, 1483
846.75, 1488
846.25, 1493
845.75, 1498
845.25, 1502
844.75, 1507
844.25, 1512
843.75, 1517
843.25, 1522
842.75, 1527
842.25, 1531
841.75, 1536
841.25, 1541
840.75, 1546
840.25, 1551
839.75, 1556
839.25, 1560
838.75, 1565
838.25, 1570
837.75, 1575
837.25, 1580
836.75, 1585
836.25, 1590
835.75, 1594
835.25, 1599
834.75, 1604
834.25, 1609
833.75, 1614
833.25, 1619
832.75, 1624
832.25, 1629
831.75, 1633
831.25, 1638
830.75, 1643
830.25, 1648
829.75, 1653
829.25, 1658
828.75, 1663
828.25, 1668
827.75, 1673
827.25, 1678
826.75, 1682
826.25, 1687
825.75, 1692
825.25, 1697
824.75, 1702
824.25, 1707
823.75, 1712
823.25, 1717
822.75, 1722
822.25, 1727
821.75, 1732
821.25, 1737
820.75, 1741
820.25, 1746
819.75, 1751
819.25, 1756
818.75, 1761
818.25, 1766
817.75, 1771
817.25, 1776
816.75, 1781
816.25, 1786
815.75, 1791
815.25, 1796
814.75, 1801
814.25, 1806
813.75, 1811
813.25, 1816
812.75, 1821
812.25, 1826
811.75, 1831
811.25, 1836
810.75, 1841
810.25, 1846
809.75, 1851
809.25, 1856
808.75, 1861
808.25, 1866
807.75, 1871
807.25, 1876
806.75, 1881
806.25, 1886
805.75, 1891
805.25, 1896
804.75, 1901
804.25, 1906
803.75, 1911
803.25, 1916
802.75, 1921
802.25, 1926
801.75, 1931
801.25, 1936
800.75, 1941
800.25, 1946
799.75, 1951
799.25, 1956
798.75, 1961
798.25, 1966
797.75, 1971
797.25, 1976
796.75, 1981
796.25, 1986
795.75, 1991
795.25, 1996
795, 1999
794.75, 2002
794.25, 2007
793.75, 2012
793.25, 2017
792.75, 2022
792.25, 2027
791.75, 2032
791.5, 2035
791, 2040
790.5, 2045
790, 2050
789.5, 2055
789, 2060
788.75, 2063
788.25, 2068
787.75, 2073
787.25, 2078
786.75, 2083
786.5, 2086
786, 2091
785.5, 2096
785, 2101
784.5, 2106
784.25, 2109
783.75, 2114
783.25, 2119
782.75, 2124
782.25, 2129
782, 2132
781.5, 2137
781, 2142
780.5, 2147
780.25, 2150
779.75, 2155
779.25, 2160
778.75, 2165
778.5, 2168
778, 2173
777.5, 2178
777, 2183
776.75, 2186
776.25, 2191
775.75, 2196
775.5, 2199
775, 2204
774.5, 2209
774, 2214
773.75, 2217
773.25, 2222
772.75, 2227
772.5, 2230
772, 2235
771.5, 2240
771.25, 2243
770.75, 2248
770.25, 2253
770, 2256
769.5, 2261
769, 2266
768.75, 2269
768.25, 2274
767.75, 2279
767.5, 2282
767, 2287
766.5, 2292
766.25, 2295
765.75, 2300
765.25, 2305
765, 2308
764.5, 2313
764.25, 2316
763.75, 2321
763.25, 2326
763, 2329
762.5, 2334
762, 2339
761.75, 2342
761.25, 2347
761, 2350
760.5, 2355
760, 2360
759.75, 2363
759.25, 2368
759, 2371
758.5, 2376
758, 2381
757.75, 2384
757.25, 2389
757, 2392
756.5, 2397
756.25, 2400
755.75, 2405
755.25, 2410
755, 2413
754.5, 2418
754.25, 2421
753.75, 2426
753.5, 2429
753, 2434
752.75, 2437
752.25, 2442
752, 2445
751.5, 2450
751, 2455
750.75, 2458
750.25, 2463
750, 2466
749.5, 2471
749.25, 2474
748.75, 2479
748.5, 2482
748, 2487
747.75, 2490
747.25, 2495
747, 2498
746.5, 2503
746.25, 2506
745.75, 2511
745.5, 2514
745, 2519
744.75, 2522
744.25, 2527
744, 2530
743.5, 2535
743.25, 2538
742.75, 2543
742.5, 2546
742, 2551
741.75, 2554
741.25, 2559
741, 2562
740.5, 2567
740.25, 2570
740, 2573
739.5, 2578
739.25, 2581
738.75, 2586
738.5, 2589
738, 2594
737.75, 2597
737.25, 2602
737, 2605
736.5, 2610
736.25, 2613
736, 2616
735.5, 2621
735.25, 2624
734.75, 2629
734.5, 2632
734, 2637
733.75, 2640
733.5, 2643
733, 2648
732.75, 2651
732.25, 2656
732, 2659
731.5, 2664
731.25, 2667
731, 2670
730.5, 2675
730.25, 2678
729.75, 2683
729.5, 2686
729.25, 2689
728.75, 2694
728.5, 2697
728, 2702
727.75, 2705
727.5, 2708
727, 2713
726.75, 2716
726.5, 2719
726, 2724
725.75, 2727
725.25, 2732
725, 2735
724.75, 2738
724.25, 2743
724, 2746
723.75, 2749
723.25, 2754
723, 2757
722.5, 2762
722.25, 2765
722, 2768
721.5, 2773
721.25, 2776
721, 2779
720.5, 2784
720.25, 2787
720, 2790
719.5, 2795
719.25, 2798
719, 2801
718.5, 2806
718.25, 2809
718, 2812
717.5, 2817
717.25, 2820
717, 2823
716.5, 2828
716.25, 2831
716, 2834
715.5, 2839
715.25, 2842
715, 2845
714.5, 2850
714.25, 2853
714, 2856
713.5, 2861
713.25, 2864
713, 2867
712.75, 2870
712.25, 2875
712, 2878
711.75, 2881
711.25, 2886
711, 2889
710.75, 2892
710.25, 2897
710, 2900
709.75, 2903
709.5, 2906
709, 2911
708.75, 2914
708.5, 2917
708, 2922
707.75, 2925
707.5, 2928
707.25, 2931
706.75, 2936
706.5, 2939
706.25, 2942
706, 2945
705.5, 2950
705.25, 2953
705, 2956
704.5, 2961
704.25, 2964
704, 2967
703.75, 2970
703.25, 2975
703, 2978
702.75, 2981
702.5, 2984
