TEL,$:2015-10-14T18:25:47Z,0.0,185.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09726,-87.90831,185.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F7

TEL,$:2015-10-14T18:25:47Z,0.0,195.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09729,-87.90834,195.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*FF

TEL,$:2015-10-14T18:25:47Z,0.0,205.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09732,-87.90837,205.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*EC

CRM,2015-10-14T18:25:47Z,}N:PII - Liftoff,*1E
TEL,$:2015-10-14T18:25:47Z,0.0,215.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09735,-87.90840,215.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*EB

TEL,$:2015-10-14T18:25:47Z,0.0,225.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09738,-87.90843,225.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F3

TEL,$:2015-10-14T18:25:47Z,0.0,235.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09741,-87.90846,235.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F2

TEL,$:2015-10-14T18:25:47Z,0.0,245.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09744,-87.90849,245.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*FA

TEL,$:2015-10-14T18:25:47Z,0.0,255.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09747,-87.90852,255.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F9

TEL,$:2015-10-14T18:25:47Z,0.0,265.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09750,-87.90855,265.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F8

TEL,$:2015-10-14T18:25:47Z,0.0,275.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09753,-87.90858,275.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*00

TEL,$:2015-10-14T18:25:47Z,0.0,285.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09756,-87.90861,285.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*FF

TEL,$:2015-10-14T18:25:47Z,0.0,295.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09759,-87.90864,295.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*07

TEL,$:2015-10-14T18:25:47Z,0.0,305.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09762,-87.90867,305.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F4

TEL,$:2015-10-14T18:25:47Z,0.0,315.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09765,-87.90870,315.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*F3

TEL,$:2015-10-14T18:25:47Z,0.0,325.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09768,-87.90873,325.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*FB

TEL,$:2015-10-14T18:25:47Z,0.0,335.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09771,-87.90876,335.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*FA

TEL,$:2015-10-14T18:25:47Z,0.0,345.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09774,-87.90879,345.2,8.2,92.6,1,6,0,5.0,0,0.0,0,0,0,2000,150,*02

